cluster,id_texto,sil_texto
0,8262,-1.0
1,8,-1.0
1,12,-1.0
1,33,-1.0
1,35,-1.0
1,37,-1.0
1,45,-1.0
1,60,-1.0
1,63,-1.0
1,67,-1.0
1,77,-1.0
1,78,-1.0
1,83,-1.0
1,95,-1.0
1,108,-1.0
1,115,-1.0
1,121,-1.0
1,126,-1.0
1,135,-1.0
1,137,-1.0
1,144,-1.0
1,145,-1.0
1,146,-1.0
1,147,-1.0
1,154,-1.0
1,164,-1.0
1,166,-1.0
1,169,-1.0
1,172,-1.0
1,180,-1.0
1,182,-1.0
1,184,-1.0
1,194,-1.0
1,197,-1.0
1,210,-1.0
1,220,-1.0
1,224,-1.0
1,226,-1.0
1,228,-1.0
1,230,-1.0
1,238,-1.0
1,244,-1.0
1,250,-1.0
1,257,-1.0
1,258,-1.0
1,270,-1.0
1,273,-1.0
1,274,-1.0
1,277,-1.0
1,279,-1.0
1,281,-1.0
1,282,-1.0
1,284,-1.0
1,298,-1.0
1,316,-1.0
1,324,-1.0
1,329,-1.0
1,332,-1.0
1,341,-1.0
1,343,-1.0
1,346,-1.0
1,352,-1.0
1,355,-1.0
1,359,-1.0
1,365,-1.0
1,366,-1.0
1,378,-1.0
1,382,-1.0
1,390,-1.0
1,391,-1.0
1,396,-1.0
1,397,-1.0
1,409,-1.0
1,412,-1.0
1,417,-1.0
1,419,-1.0
1,425,-1.0
1,426,-1.0
1,427,-1.0
1,430,-1.0
1,436,-1.0
1,438,-1.0
1,442,-1.0
1,447,-1.0
1,449,-1.0
1,453,-1.0
1,455,-1.0
1,457,-1.0
1,476,-1.0
1,478,-1.0
1,484,-1.0
1,502,-1.0
1,528,-1.0
1,530,-1.0
1,536,-1.0
1,551,-1.0
1,552,-1.0
1,559,-1.0
1,589,-1.0
1,597,-1.0
1,611,-1.0
1,627,-1.0
1,645,-1.0
1,650,-1.0
1,651,-1.0
1,656,-1.0
1,658,-1.0
1,660,-1.0
1,668,-1.0
1,669,-1.0
1,673,-1.0
1,679,-1.0
1,681,-1.0
1,688,-1.0
1,694,-1.0
1,695,-1.0
1,698,-1.0
1,703,-1.0
1,707,-1.0
1,709,-1.0
1,716,-1.0
1,717,-1.0
1,719,-1.0
1,726,-1.0
1,731,-1.0
1,743,-1.0
1,750,-1.0
1,751,-1.0
1,754,-1.0
1,779,-1.0
1,780,-1.0
1,784,-1.0
1,787,-1.0
1,798,-1.0
1,806,-1.0
1,815,-1.0
1,854,-1.0
1,865,-1.0
1,867,-1.0
1,873,-1.0
1,884,-1.0
1,893,-1.0
1,895,-1.0
1,900,-1.0
1,907,-1.0
1,908,-1.0
1,911,-1.0
1,917,-1.0
1,926,-1.0
1,929,-1.0
1,931,-1.0
1,936,-1.0
1,938,-1.0
1,942,-1.0
1,952,-1.0
1,957,-1.0
1,964,-1.0
1,968,-1.0
1,978,-1.0
1,995,-1.0
1,997,-1.0
1,1017,-1.0
1,1023,-1.0
1,1026,-1.0
1,1032,-1.0
1,1034,-1.0
1,1043,-1.0
1,1048,-1.0
1,1049,-1.0
1,1066,-1.0
1,1073,-1.0
1,1077,-1.0
1,1080,-1.0
1,1095,-1.0
1,1121,-1.0
1,1125,-1.0
1,1126,-1.0
1,1127,-1.0
1,1130,-1.0
1,1132,-1.0
1,1142,-1.0
1,1149,-1.0
1,1162,-1.0
1,1163,-1.0
1,1164,-1.0
1,1170,-1.0
1,1188,-1.0
1,1190,-1.0
1,1191,-1.0
1,1193,-1.0
1,1196,-1.0
1,1200,-1.0
1,1201,-1.0
1,1204,-1.0
1,1215,-1.0
1,1219,-1.0
1,1223,-1.0
1,1225,-1.0
1,1230,-1.0
1,1260,-1.0
1,1267,-1.0
1,1270,-1.0
1,1271,-1.0
1,1280,-1.0
1,1281,-1.0
1,1282,-1.0
1,1287,-1.0
1,1292,-1.0
1,1311,-1.0
1,1312,-1.0
1,1313,-1.0
1,1333,-1.0
1,1337,-1.0
1,1338,-1.0
1,1341,-1.0
1,1347,-1.0
1,1352,-1.0
1,1356,-1.0
1,1358,-1.0
1,1359,-1.0
1,1368,-1.0
1,1370,-1.0
1,1371,-1.0
1,1375,-1.0
1,1376,-1.0
1,1377,-1.0
1,1391,-1.0
1,1396,-1.0
1,1398,-1.0
1,1399,-1.0
1,1413,-1.0
1,1421,-1.0
1,1424,-1.0
1,1426,-1.0
1,1427,-1.0
1,1447,-1.0
1,1451,-1.0
1,1460,-1.0
1,1463,-1.0
1,1467,-1.0
1,1469,-1.0
1,1471,-1.0
1,1478,-1.0
1,1498,-1.0
1,1505,-1.0
1,1509,-1.0
1,1510,-1.0
1,1511,-1.0
1,1516,-1.0
1,1527,-1.0
1,1532,-1.0
1,1536,-1.0
1,1538,-1.0
1,1548,-1.0
1,1553,-1.0
1,1557,-1.0
1,1562,-1.0
1,1564,-1.0
1,1583,-1.0
1,1586,-1.0
1,1590,-1.0
1,1595,-1.0
1,1596,-1.0
1,1597,-1.0
1,1603,-1.0
1,1619,-1.0
1,1621,-1.0
1,1624,-1.0
1,1628,-1.0
1,1638,-1.0
1,1643,-1.0
1,1649,-1.0
1,1652,-1.0
1,1659,-1.0
1,1660,-1.0
1,1675,-1.0
1,1681,-1.0
1,1692,-1.0
1,1699,-1.0
1,1700,-1.0
1,1705,-1.0
1,1710,-1.0
1,1712,-1.0
1,1718,-1.0
1,1719,-1.0
1,1720,-1.0
1,1721,-1.0
1,1726,-1.0
1,1755,-1.0
1,1769,-1.0
1,1772,-1.0
1,1774,-1.0
1,1777,-1.0
1,1797,-1.0
1,1799,-1.0
1,1802,-1.0
1,1805,-1.0
1,1810,-1.0
1,1819,-1.0
1,1824,-1.0
1,1830,-1.0
1,1840,-1.0
1,1844,-1.0
1,1850,-1.0
1,1852,-1.0
1,1859,-1.0
1,1860,-1.0
1,1879,-1.0
1,1882,-1.0
1,1886,-1.0
1,1887,-1.0
1,1891,-1.0
1,1893,-1.0
1,1894,-1.0
1,1896,-1.0
1,1900,-1.0
1,1904,-1.0
1,1905,-1.0
1,1911,-1.0
1,1913,-1.0
1,1914,-1.0
1,1937,-1.0
1,1941,-1.0
1,1944,-1.0
1,1947,-1.0
1,1952,-1.0
1,1958,-1.0
1,1967,-1.0
1,1968,-1.0
1,1972,-1.0
1,1975,-1.0
1,1979,-1.0
1,1987,-1.0
1,1991,-1.0
1,1996,-1.0
1,2003,-1.0
1,2029,-1.0
1,2031,-1.0
1,2034,-1.0
1,2049,-1.0
1,2050,-1.0
1,2054,-1.0
1,2057,-1.0
1,2060,-1.0
1,2061,-1.0
1,2063,-1.0
1,2082,-1.0
1,2090,-1.0
1,2091,-1.0
1,2098,-1.0
1,2103,-1.0
1,2113,-1.0
1,2117,-1.0
1,2121,-1.0
1,2123,-1.0
1,2127,-1.0
1,2139,-1.0
1,2144,-1.0
1,2147,-1.0
1,2153,-1.0
1,2154,-1.0
1,2157,-1.0
1,2170,-1.0
1,2171,-1.0
1,2172,-1.0
1,2183,-1.0
1,2189,-1.0
1,2190,-1.0
1,2196,-1.0
1,2199,-1.0
1,2210,-1.0
1,2211,-1.0
1,2228,-1.0
1,2231,-1.0
1,2238,-1.0
1,2240,-1.0
1,2241,-1.0
1,2252,-1.0
1,2256,-1.0
1,2259,-1.0
1,2260,-1.0
1,2264,-1.0
1,2266,-1.0
1,2267,-1.0
1,2268,-1.0
1,2272,-1.0
1,2276,-1.0
1,2277,-1.0
1,2278,-1.0
1,2280,-1.0
1,2284,-1.0
1,2289,-1.0
1,2290,-1.0
1,2296,-1.0
1,2302,-1.0
1,2334,-1.0
1,2340,-1.0
1,2345,-1.0
1,2347,-1.0
1,2359,-1.0
1,2361,-1.0
1,2375,-1.0
1,2385,-1.0
1,2388,-1.0
1,2392,-1.0
1,2396,-1.0
1,2400,-1.0
1,2405,-1.0
1,2409,-1.0
1,2416,-1.0
1,2427,-1.0
1,2430,-1.0
1,2432,-1.0
1,2433,-1.0
1,2440,-1.0
1,2444,-1.0
1,2459,-1.0
1,2465,-1.0
1,2472,-1.0
1,2482,-1.0
1,2483,-1.0
1,2485,-1.0
1,2493,-1.0
1,2502,-1.0
1,2530,-1.0
1,2537,-1.0
1,2538,-1.0
1,2543,-1.0
1,2546,-1.0
1,2552,-1.0
1,2559,-1.0
1,2582,-1.0
1,2588,-1.0
1,2591,-1.0
1,2594,-1.0
1,2599,-1.0
1,2601,-1.0
1,2607,-1.0
1,2612,-1.0
1,2614,-1.0
1,2621,-1.0
1,2632,-1.0
1,2636,-1.0
1,2641,-1.0
1,2649,-1.0
1,2656,-1.0
1,2686,-1.0
1,2702,-1.0
1,2705,-1.0
1,2708,-1.0
1,2716,-1.0
1,2718,-1.0
1,2733,-1.0
1,2741,-1.0
1,2756,-1.0
1,2759,-1.0
1,2771,-1.0
1,2772,-1.0
1,2774,-1.0
1,2776,-1.0
1,2779,-1.0
1,2783,-1.0
1,2784,-1.0
1,2796,-1.0
1,2801,-1.0
1,2804,-1.0
1,2806,-1.0
1,2822,-1.0
1,2832,-1.0
1,2833,-1.0
1,2853,-1.0
1,2855,-1.0
1,2856,-1.0
1,2862,-1.0
1,2882,-1.0
1,2893,-1.0
1,2915,-1.0
1,2922,-1.0
1,2952,-1.0
1,2956,-1.0
1,2957,-1.0
1,2963,-1.0
1,2964,-1.0
1,2965,-1.0
1,2968,-1.0
1,2970,-1.0
1,2973,-1.0
1,2982,-1.0
1,2991,-1.0
1,2993,-1.0
1,2999,-1.0
1,3006,-1.0
1,3008,-1.0
1,3009,-1.0
1,3012,-1.0
1,3013,-1.0
1,3014,-1.0
1,3015,-1.0
1,3017,-1.0
1,3030,-1.0
1,3040,-1.0
1,3045,-1.0
1,3050,-1.0
1,3055,-1.0
1,3063,-1.0
1,3081,-1.0
1,3084,-1.0
1,3091,-1.0
1,3092,-1.0
1,3094,-1.0
1,3096,-1.0
1,3100,-1.0
1,3101,-1.0
1,3123,-1.0
1,3131,-1.0
1,3138,-1.0
1,3149,-1.0
1,3151,-1.0
1,3168,-1.0
1,3169,-1.0
1,3172,-1.0
1,3175,-1.0
1,3177,-1.0
1,3187,-1.0
1,3190,-1.0
1,3196,-1.0
1,3197,-1.0
1,3203,-1.0
1,3207,-1.0
1,3214,-1.0
1,3215,-1.0
1,3221,-1.0
1,3222,-1.0
1,3228,-1.0
1,3259,-1.0
1,3262,-1.0
1,3275,-1.0
1,3287,-1.0
1,3291,-1.0
1,3293,-1.0
1,3294,-1.0
1,3302,-1.0
1,3307,-1.0
1,3308,-1.0
1,3309,-1.0
1,3310,-1.0
1,3314,-1.0
1,3324,-1.0
1,3330,-1.0
1,3338,-1.0
1,3353,-1.0
1,3355,-1.0
1,3357,-1.0
1,3364,-1.0
1,3375,-1.0
1,3380,-1.0
1,3388,-1.0
1,3389,-1.0
1,3392,-1.0
1,3409,-1.0
1,3410,-1.0
1,3412,-1.0
1,3413,-1.0
1,3418,-1.0
1,3435,-1.0
1,3440,-1.0
1,3445,-1.0
1,3448,-1.0
1,3450,-1.0
1,3452,-1.0
1,3456,-1.0
1,3458,-1.0
1,3481,-1.0
1,3482,-1.0
1,3484,-1.0
1,3500,-1.0
1,3512,-1.0
1,3514,-1.0
1,3524,-1.0
1,3530,-1.0
1,3533,-1.0
1,3534,-1.0
1,3539,-1.0
1,3550,-1.0
1,3558,-1.0
1,3568,-1.0
1,3570,-1.0
1,3574,-1.0
1,3582,-1.0
1,3598,-1.0
1,3602,-1.0
1,3605,-1.0
1,3616,-1.0
1,3622,-1.0
1,3635,-1.0
1,3639,-1.0
1,3649,-1.0
1,3656,-1.0
1,3658,-1.0
1,3667,-1.0
1,3673,-1.0
1,3680,-1.0
1,3685,-1.0
1,3690,-1.0
1,3695,-1.0
1,3696,-1.0
1,3716,-1.0
1,3719,-1.0
1,3723,-1.0
1,3730,-1.0
1,3737,-1.0
1,3738,-1.0
1,3753,-1.0
1,3759,-1.0
1,3761,-1.0
1,3771,-1.0
1,3776,-1.0
1,3784,-1.0
1,3785,-1.0
1,3787,-1.0
1,3791,-1.0
1,3801,-1.0
1,3804,-1.0
1,3809,-1.0
1,3811,-1.0
1,3825,-1.0
1,3829,-1.0
1,3833,-1.0
1,3840,-1.0
1,3850,-1.0
1,3852,-1.0
1,3854,-1.0
1,3856,-1.0
1,3868,-1.0
1,3875,-1.0
1,3876,-1.0
1,3880,-1.0
1,3882,-1.0
1,3891,-1.0
1,3896,-1.0
1,3917,-1.0
1,3922,-1.0
1,3923,-1.0
1,3935,-1.0
1,3947,-1.0
1,3949,-1.0
