cluster,id_texto,sil_texto
0,2942,0.13249617222045024
0,123,0.12816709640139293
0,879,0.12562293254351356
0,6779,0.12001901657410896
0,2639,0.11973286032870196
0,2659,0.11660397624993946
0,2729,0.11660397624993946
0,2650,0.11511643708891102
0,2726,0.11511643708891102
0,2456,0.1148930547823216
0,5134,0.11337544255204053
0,7694,0.11249041533393063
0,7728,0.11249041533393063
0,4321,0.11218259829935073
0,3099,0.11074658767326208
0,881,0.11040335785323036
0,1872,0.10971447444351023
0,6129,0.10686404758742293
0,3002,0.10619127293232317
0,6232,0.10466421714871627
0,7717,0.10309779098988636
0,525,0.1021221884770441
0,3351,0.10180008326843802
0,7699,0.10135571590302668
0,7739,0.10135571590302668
0,8170,0.10110221233583444
0,521,0.10048082456306995
0,832,0.09993723671815853
0,8210,0.09887406268767905
0,7167,0.09759885573138746
0,7220,0.09759885573138746
0,5712,0.09731436889163136
0,3593,0.0964309099390195
0,3607,0.0964309099390195
0,3372,0.09610905582486631
0,8075,0.09584416613900011
0,837,0.09542210535437731
0,8224,0.09488594167950878
0,833,0.09360718556106465
0,2798,0.09284571105286799
0,594,0.09142206167479221
0,2998,0.09132681028054014
0,2651,0.08951630119540575
0,1521,0.08795125908307665
0,826,0.08709470930650616
0,1861,0.08705398661707459
0,4703,0.08699908475540623
0,36,0.08685455466454478
0,4306,0.08645981664872844
0,6398,0.08528859906530623
0,8311,0.0851663990837617
0,2457,0.08473709789434293
0,2502,0.08473709789434293
0,5732,0.08467744109220743
0,2017,0.08383700355116849
0,8171,0.08369607731238264
0,4808,0.08367460688479174
0,6341,0.08361178743125726
0,7366,0.0835497017221026
0,6584,0.08353390653235597
0,3112,0.08217043544515973
0,3142,0.08187483454234047
0,1993,0.08181633629367897
0,160,0.08181607349257075
0,7502,0.08081082520063987
0,7916,0.08066302379206165
0,2842,0.08066061300418341
0,2429,0.07991441035377636
0,7431,0.07970624367294114
0,3606,0.07871334867879319
0,7444,0.07845501338872088
0,1144,0.07806224537944026
0,6955,0.07756117477597532
0,4633,0.07749796765533798
0,3687,0.0774625566185755
0,834,0.07700399972260798
0,6391,0.07638869603205635
0,7348,0.07517698325945889
0,138,0.07483974673507672
0,5452,0.07461474205748761
0,4333,0.07458580757164396
0,7219,0.07432751504662645
0,6000,0.07387116004166656
0,6082,0.07387116004166656
